LAT,LONG,ALT
23.457409,84.369241,750.428
23.389602,84.369147,621.351
22.541639,84.36798,410.122
22.473727,84.367921,363.023
21.588743,84.367785,324.01
21.520592,84.367775,293.357
20.734933,84.368048,95.025
20.56357,84.368212,342.448
20.186217,84.368568,693.094
19.842581,84.405095,212.781
19.601135,84.513748,99.27
19.600579,84.586194,127.492
19.839786,84.803501,94.692
20.113453,84.948932,124.112
20.591985,85.168043,320.075
21.036093,85.315154,130.116
21.343007,85.353306,149.626
21.445329,85.353912,184.145
22.160809,85.358294,441.148
22.807006,85.326056,498.633
23.689891,85.259003,380.196
24.503705,85.229269,207.835
24.978308,85.233892,75.718
25.215626,85.236217,61.941
25.487024,85.239223,50.362
25.690713,85.241618,50.242
25.826283,85.280964,54.484
25.860246,85.281377,53.295
26.06323,85.397348,53.26
26.231225,85.626971,56.022
26.162174,85.739557,54.937
25.888094,85.962238,46.314
25.819739,85.998843,49.488
25.717401,86.034757,43.375
25.375951,86.179155,46.992
24.831024,86.31968,103.475
24.287065,86.384431,335.15
23.744208,86.374738,188.725
23.404078,86.406668,260.1
22.961852,86.436852,243.041
22.519401,86.466866,131.247
22.348476,86.501531,151.289
22.178119,86.499309,307.385
21.972894,86.533481,584.493
21.630401,86.602418,53.865
21.49243,86.673984,62.367
21.388567,86.746111,33.947
21.456773,86.746946,47.793
21.933618,86.790826,84.698
22.34194,86.833875,71.392
22.512262,86.836484,79.777
22.716268,86.840257,110.597
23.02147,86.883055,136.292
23.360578,86.926707,137.899
23.70031,86.933276,136.627
23.870122,86.936573,130.586
24.243505,86.945171,292.326
24.413239,86.949164,300.278
24.719474,86.918786,123.771
25.195434,86.892224,37.307
25.399213,86.897333,39.057
25.535165,86.901003,36.438
25.77316,86.907432,44.126
25.908546,86.949087,47.256
25.632378,87.168894,37.855
25.186925,87.34568,42.322
24.981568,87.415863,148.768
24.845686,87.412124,301.586
24.606268,87.481054,303.559
24.162939,87.543936,149.548
23.958243,87.575699,59.446
23.548511,87.640586,38.296
22.96927,87.66384,32.218
22.659969,87.768038,6.903
22.486613,87.87537,5.275
22.344821,88.058087,5.018
22.753688,88.068814,9.086
22.890968,88.035206,13.415
23.438681,87.937613,29.994
24.056539,87.728962,46.487
24.229131,87.621126,74.606
24.535793,87.592304,107.867
24.774486,87.561392,151.215
25.047135,87.531315,94.438
25.285756,87.500142,30.138
25.762713,87.477481,40.017
25.83002,87.517811,40.386
26.340691,87.53464,59.903
26.510264,87.578653,83.525
26.642007,87.813823,128
26.709381,87.854732,223.519
26.80833,88.012335,736.435
26.872199,88.207579,910.339
26.97175,88.327263,2070.328
27.208542,88.414081,2346.891
27.239868,88.531677,787.175
27.203041,88.646749,775.595
27.062029,88.835466,1828.35
26.916394,89.179216,1270.336
26.638809,89.321346,90.526
26.498726,89.430852,53.514
26.495173,89.547207,45.792
26.416867,89.853971,44.291
26.380082,89.929702,55.706
26.332706,90.317943,261.564
26.325758,90.513497,224.44
26.385554,90.752726,41.94
26.384072,90.791923,44.775
26.437169,91.188769,42.884
26.461698,91.426844,51.833
26.518883,91.709293,64.032
26.6444,91.998058,79.284
26.740519,92.165496,103.128
27.037342,92.469254,1480.473
27.106128,92.474691,2461.235
27.5135,92.6282,3159.045
27.614918,92.676853,1908.447
27.845472,92.941066,3819.658
27.979972,93.035178,2306.8
28.180364,93.219071,1761.318
28.277537,93.395316,3320.159
28.409372,93.575903,2591.372
28.506437,93.753456,3227.763
28.49532,94.003363,3206.751
28.344537,94.237849,2135.17
28.197485,94.389389,2440.021
28.050278,94.541252,607.021
27.868157,94.689637,856.838
27.831257,94.727655,986.889
27.375236,94.760803,100.208
26.990608,94.757223,99.992
26.88638,94.744761,95.468
26.680603,94.679751,175.542
26.480297,94.536596,394.088
26.277403,94.432886,1165.358
26.076938,94.287958,1207.323
25.605426,94.0369,2741.709
25.2999,93.926368,1784.678
25.098113,93.829898,1063.904
24.859526,93.770991,1425.27
24.655386,93.715253,1492.119
24.527376,93.545502,779.978
24.364919,93.373751,412.565
24.09693,93.234787,762.966
23.895406,93.140972,1018.574
23.588271,93.081084,930.303
23.450685,93.072053,826.475
23.175483,93.05405,967.036
23.00346,93.042831,641.965
22.838918,92.914125,262.536
23.094011,92.6954,902.095
23.410182,92.597903,515.848
23.755914,92.580096,662.185
23.893271,92.588564,753.743
24.14219,92.448505,111.426
24.150697,92.292298,91.82
24.090478,92.131788,71.243
23.989717,92.086212,165.808
23.925303,92.003992,88.556
24.165184,92.019235,38.889
24.632875,92.284837,29.438
24.798188,92.413914,16.847
24.961414,92.582762,22.577
25.161019,92.715172,1423.456
25.491899,92.980657,305.054
25.765023,93.044798,135.502
25.872424,92.973775,91
25.927079,92.578427,388.875
25.938762,92.340578,525.839
25.94819,92.142617,628.157
25.821881,91.895051,610.566
25.697116,91.609074,1393.078
25.668025,91.488625,1117.091
25.645692,91.212781,1439.427
25.622964,90.93803,800.457
25.633964,90.665915,338.681
25.944956,90.607567,72.493
26.244063,90.861517,37.382
26.33106,91.260091,41.678
26.420875,91.582724,58.483
26.445122,91.823173,58.762
26.568595,92.151878,71.826
26.601189,92.194436,74.601
26.789139,92.610214,85.008
26.986114,92.827484,118.32
27.082239,92.999394,414.084
27.515808,93.366313,2362.151
27.653831,93.378612,2610.005
28.000696,93.368184,1873.511
27.65014,93.461001,2326.043
27.300894,93.511174,1388.731
26.985635,93.562166,176.106
26.847393,93.54867,81.85
26.812839,93.545303,82.232
26.575353,93.441455,168.066
26.540848,93.438262,250.863
26.413277,93.223759,719.92
26.320044,93.013124,405.722
26.198266,92.68091,62.993
26.110605,92.354492,106.065
26.020571,92.068851,452.75
26.026021,91.950202,250.469
26.036617,91.713122,463.969
26.038344,91.673638,333.247
26.048474,91.436899,47.768
26.058463,91.201996,41.647
26.097604,91.087057,39.834
26.138205,90.933011,44.52
26.217296,90.663644,33.436
26.218758,90.624528,34.564
26.331338,90.357039,106.168
26.37227,90.163608,42.182
26.481323,89.974232,53.209
26.52196,89.781904,59.205
26.563511,89.550756,71.776
26.607991,89.203271,76.3
26.645381,89.088576,82.317
26.719834,88.859109,100.385
26.655482,88.70107,92.301
26.622315,88.660857,98.808
26.522872,88.540633,91.188
26.32216,88.378357,74.076
26.156401,88.179777,53.716
25.890051,87.901738,40.872
25.691563,87.627596,35.267
25.559338,87.432849,32.625
25.196737,86.816784,36.227
25.064653,86.587678,57.743
24.932283,86.359184,93.011
24.670684,85.529913,147.558
24.474153,84.073564,179.555
24.472999,83.477986,186.533
24.472159,83.291898,151.317
24.465414,82.435871,279.012
24.490664,81.765002,265.421
24.582917,81.203293,314.952
24.610205,80.866148,314.685
24.603702,80.567043,336.729
24.618824,79.816757,287.627
24.613559,79.628987,360.013
24.604645,79.328398,315.718
24.631517,79.101461,306.73
24.622831,78.838114,365.007
24.616361,78.649562,361.615
24.669285,78.230393,362.794
24.642197,77.548161,488.982
24.638993,77.472268,472.85
24.666505,77.318435,478.34
24.622312,76.362317,289.055
24.610776,76.132391,318.491
24.642322,75.433097,466.428
24.718615,74.96037,533.361
24.832539,74.561248,411.538
25.02886,73.833248,577.076
25.055609,73.711801,650.063
25.050522,73.632729,826.433
25.161818,73.224583,299.682
25.254225,73.055848,253.75
25.44986,72.874574,186.244
25.722591,72.805347,160.7
25.9319,72.823757,163.215
26.011223,72.977853,177.649
26.021463,73.13898,192.647
26.106772,74.571944,457.211
26.209655,76.643654,237.906
26.315462,78.530084,168.082
26.374969,79.369551,142.062
26.398555,80.322347,128.217
26.414538,81.119987,116.967
26.429548,82.143643,101.996
26.432817,82.446675,91.652
26.434848,82.673918,87.204
26.402044,82.825753,89.722
26.506521,83.203524,80.811
26.608423,83.202811,82.041
26.70873,82.974388,84.392
26.808974,82.707446,81.432
26.840334,82.402877,94.018
26.871049,82.098055,98.679
26.817156,80.804072,126.917
26.660029,79.855111,134.711
26.431948,78.984579,139.165
26.310464,78.376593,167.459
26.110991,77.579815,308.494
25.943195,76.816996,209.535
25.890131,76.393746,327.566
25.843236,76.125175,268.859
25.818518,75.619301,358.68
25.804554,75.345839,316.531
25.757917,75.114057,341.631
25.702369,74.130858,551.187
25.646537,73.777205,326.701
25.741016,73.087005,195.22
25.896606,72.298313,114.837
26.086793,72.031764,158.947
26.219257,71.934714,182.783
26.645914,71.554192,311.006
26.816356,71.490753,269.036
26.955189,71.472213,217.15
27.316302,71.633586,180.565
27.889764,72.391897,164.277
28.131339,72.943359,181.201
28.217509,73.876824,231.385
28.245845,74.444628,292.977
28.149502,75.341543,323.359
27.980476,76.234767,352.367
27.868245,76.87641,310.586
27.821022,77.470308,185.916
27.778769,78.255013,178.588
27.791397,78.683291,172.677
27.8368,79.069343,156.271
27.912534,79.337319,154.217
27.947758,79.374473,155.69
28.020075,79.526439,156
28.231296,79.749913,163.491
28.404055,79.780846,177.704
28.56701,79.382698,177.924
28.629908,79.144755,180.339
28.749669,78.470399,208.248
28.835747,77.872486,216.12
28.859885,77.554177,222.426
28.910209,76.993536,223.701
28.934903,76.711958,222.066
29.058368,76.300937,220.881
29.222134,76.045252,216.221
29.4225,75.824621,218.546
29.622161,75.560702,215.847
29.822311,75.294233,211.947
30.127608,75.014254,209.078
30.507009,74.805958,207.35
30.649414,74.830985,205.593
30.828775,74.893407,204.741
31.027545,75.452007,224.537
31.08112,75.985088,253.924
31.098222,76.519561,294.866
31.104346,76.724661,682.389
31.11014,76.929587,763.38
31.258475,77.203988,1056.677
31.438587,77.352933,1164.01
31.654662,77.498791,3156.769
31.869579,77.604372,5319.228
32.119839,77.707675,5760.092
32.190466,77.702004,5343.828
32.327511,77.525519,5615.894
32.427386,77.22573,3429.914
32.496426,77.093707,3360.519
32.593507,76.580022,4701.279
32.654155,76.109453,1717.905
32.788188,75.755842,2393.333
32.890706,75.574237,2582.889
33.064786,75.383511,2177.134
33.280057,75.358026,3023.533
33.9572,76.264495,5063.509
34.042578,76.725196,5398.455
34.275163,77.299052,3616.102
34.317164,77.507826,5334.838
34.503738,77.617405,4780.863
34.872147,77.624464,5645.237
34.863096,77.238462,5153.542
34.631789,76.701692,4799.227
34.480665,76.546333,3682.238
34.330177,76.434768,3744.96
34.145003,76.413781,5194.716
33.487369,76.402895,4390.993
33.057057,76.490783,4821.362
32.27887,76.904798,3976.987
31.820604,77.072133,1914.459
31.364128,77.194813,1632.699
30.661891,77.254477,1267.18
30.342827,77.118222,296.052
30.128469,76.974095,264.972
29.583342,76.375524,231.647
29.289879,75.998824,219.351
28.842456,75.272692,210.701
28.323055,74.598519,278.188
27.625208,73.859486,311.154
26.757056,73.265301,325.088
26.291842,73.02983,241.583
24.624661,72.470186,260.37
24.027396,72.367232,157.49
23.849042,72.303603,109.924
23.425817,72.219681,58.777
22.888648,72.026537,17.43
22.699215,71.843441,30.421
22.647476,71.64744,72.027
22.619067,71.326448,143.753
22.648111,70.876798,115.135
22.764479,70.62125,27.124
22.981407,70.313429,6.884
23.247199,70.162078,26.352
23.536522,70.256379,1.542
23.558675,70.501054,54.891
23.226549,70.698289,7.724
22.783156,70.823385,53.504
22.563692,70.721646,86.579
22.273974,70.624525,114.025
22.00664,70.402973,137.432
21.816169,70.256236,63.196
21.777194,70.218727,47.647
21.567755,70.237021,50.295
21.499552,70.608892,161.61
21.507528,70.689323,140.363
21.573744,71.007502,154.01
21.747273,71.356816,128.863
22.329156,71.995178,15.214
22.515434,72.138914,7.347
22.827262,72.550194,27.619
23.277723,72.990672,97.306
23.444376,73.372825,174.522
23.320959,73.578951,161.234
23.255029,73.62321,103.848
22.954181,73.763326,140.963
22.579049,73.830124,224.843
22.510326,73.835174,351.181
22.09691,73.861568,123.062
21.464171,73.746481,148.597
21.002539,73.620191,171.584
20.86058,73.589228,392.542
20.465609,73.456134,330.426
20.323212,73.425327,576.728
20.072944,73.361887,519.843
19.895398,73.333114,426.2
19.577652,73.311158,167.075
19.331943,73.322282,33.32
18.910097,73.341257,57.233
18.631962,73.392167,694.227
18.420537,73.401577,527.97
18.20855,73.410423,67.372
17.857197,73.4616,340.25
17.786096,73.464144,65.221
17.297501,73.594677,156.376
17.261801,73.595861,95.546
16.768145,73.687467,85.752
16.418975,73.81077,297.326
16.177216,73.930499,320.961
15.934955,74.049806,797.921
15.761291,74.129575,81
15.623786,74.208452,137.573
15.380174,74.326583,594.814
15.163975,74.367388,763.202
14.666412,74.561194,297.122
14.244418,74.790784,547.204
14.644868,75.906379,565.813
15.055544,76.933744,482.51
15.153143,77.263268,427.67
15.284235,77.590636,445.445
15.372978,77.844825,456.581
15.501737,78.171049,417.677
15.506061,78.243748,345.33
15.633117,78.569163,232.476
15.749141,78.712846,569.038
16.124995,79.069495,535.122
16.458223,79.31822,280.59
16.714289,79.459571,164.282
16.898363,79.601796,127.989
17.074894,79.598973,154.92
17.249767,79.559986,226.033
17.240686,79.342958,237.903
16.847267,77.859454,508.47
16.776462,77.275588,457.173
16.765952,76.612341,467.844
16.794634,76.020316,579.413
16.89273,75.458937,654.675
16.95156,75.307638,702.386
17.243731,74.961914,599.292
17.305451,74.847453,643.46
17.47692,74.767217,719.613
18.053775,74.862981,517.245
18.278141,75.006926,502.688
19.220564,76.396946,412.868
19.619494,77.866688,417.356
19.942375,78.850021,229.799
20.182288,79.721825,215.857
20.477267,80.336207,265.67
20.658648,80.69721,367.916
20.906715,81.021004,321.725
21.080488,81.127545,293
21.215322,81.051973,325.285
21.301202,80.391899,322.043
21.292914,80.099093,337.176
20.915397,78.26904,288.709
20.838093,78.086381,315.721
20.671664,77.499256,317.898
20.610637,76.419102,448.039
20.608391,76.381744,377.573
20.738398,75.699258,297.171
21.036508,75.496408,195.249
21.346256,75.480586,519.911
21.449405,75.475168,539.511
21.76844,75.610736,272.314
22.305966,76.569062,317.895
22.400135,77.055115,300.887
22.604659,79.510358,611.305
22.657857,81.649662,978.877
22.873008,82.492448,360.448
23.044857,82.711452,488.967
23.110804,82.526513,427.424
23.200579,81.640068,454.661
23.213334,80.604221,565.265
23.131141,80.050678,404.708
23.026287,78.90129,345.05
22.995624,78.117031,331.718
22.981168,77.78,488.403
23.008573,77.628536,446.244
23.505868,77.303692,508.09
24.269591,77.605813,512
24.596997,78.120125,402.003
24.672534,79.325771,294.271
24.39855,80.498153,513.388
24.311098,81.172306,477.753
24.428531,82.175761,248.438
24.669064,82.470489,274.516
25.145813,82.726393,82.662
25.315205,82.72456,85.959
25.649987,82.26947,87.759
25.714653,82.00498,97.574
25.427635,81.032756,107.724
24.447107,79.747637,485.275
23.121502,78.711283,336.894
22.146815,78.225618,451.498
21.972826,78.157474,755.997
20.541369,77.651848,382.913
19.980572,77.486193,360.568
19.631262,77.424153,443.008
19.35339,77.432139,443.214
18.904872,78.17957,351.332
19.099205,79.417242,238.728
19.735355,80.859688,582.565
20.588939,82.408024,728.406
21.144404,83.312126,198.458
21.144554,83.348518,191.318
20.01346,83.174165,217
18.585683,82.175751,268.839
18.515612,82.140452,247.848
18.373489,81.961932,193
18.479026,82.032803,281.502
19.739496,83.392833,418.441
20.5298,83.968988,377.066
21.179547,84.404155,269.59
21.89324,84.770487,266.116
22.808618,85.141785,515.681
23.314703,85.478108,618.829
23.381034,85.626784,500.213
23.03688,85.993235,175.03
22.048999,86.092411,458.875
21.672142,86.198655,934.591
21.05432,86.375078,21.339
20.641589,86.444174,8.881
20.576662,86.260855,10.974
20.514375,85.895647,30.891
20.347431,85.567092,33.082
20.247303,85.312328,51
20.146126,85.130458,68
19.943461,84.731129,102.356
19.808215,84.405122,103.172
19.739973,84.224349,600.889
19.705792,84.079794,775.535
19.428224,83.178039,799.534
19.032458,81.918625,548.821
18.95473,81.486386,461.387
18.952156,81.378004,484.455
